timestamp,requests,baseline,daily_pattern,weekly_pattern,peak_pattern,noise,spikes,surges,is_spike,is_surge
2026-01-01 00:00:00,112,100.0,0.0,8.677674782351165,0.0,3.0471707975443136,0.0,0.0,False,False
2026-01-01 00:01:00,98,100.0,0.17453237138986283,8.677674782351165,0.0,-10.399841062404956,0.0,0.0,False,False
2026-01-01 00:02:00,117,100.0,0.3490614199349574,8.677674782351165,0.0,7.5045119580645725,0.0,0.0,False,False
2026-01-01 00:03:00,119,100.0,0.5235838228537776,8.677674782351165,0.0,9.405647163912139,0.0,0.0,False,False
2026-01-01 00:04:00,90,100.0,0.6980962574913405,8.677674782351165,0.0,-19.510351886538363,0.0,0.0,False,False
2026-01-01 00:05:00,97,100.0,0.8725954013824448,8.677674782351165,0.0,-13.021795068623181,0.0,0.0,False,False
2026-01-01 00:06:00,111,100.0,1.047077932314926,8.677674782351165,0.0,1.2784040316728538,0.0,0.0,False,False
2026-01-01 00:07:00,107,100.0,1.2215405283929064,8.677674782351165,0.0,-3.162425923435822,0.0,0.0,False,False
2026-01-01 00:08:00,110,100.0,1.3959798681000388,8.677674782351165,0.0,-0.16801157504288794,0.0,0.0,False,False
2026-01-01 00:09:00,102,100.0,1.5703926303627445,8.677674782351165,0.0,-8.5304392757358,0.0,0.0,False,False
2026-01-01 00:10:00,119,100.0,1.74477549461344,8.677674782351165,0.0,8.793979748628285,0.0,0.0,False,False
2026-01-01 00:11:00,118,100.0,1.9191251408537573,8.677674782351165,0.0,7.777919354289483,0.0,0.0,False,False
2026-01-01 00:12:00,111,100.0,2.093438249717753,8.677674782351165,0.0,0.6603069756121605,0.0,0.0,False,False
2026-01-01 00:13:00,122,100.0,2.2677115025351005,8.677674782351165,0.0,11.272412069680328,0.0,0.0,False,False
2026-01-01 00:14:00,116,100.0,2.441941581394275,8.677674782351165,0.0,4.675093422520456,0.0,0.0,False,False
2026-01-01 00:15:00,103,100.0,2.6161251692057226,8.677674782351165,0.0,-8.592924628832382,0.0,0.0,False,False
2026-01-01 00:16:00,115,100.0,2.790258949765012,8.677674782351165,0.0,3.6875078408249884,0.0,0.0,False,False
2026-01-01 00:17:00,102,100.0,2.964339607815969,8.677674782351165,0.0,-9.588826008289988,0.0,0.0,False,False
2026-01-01 00:18:00,121,100.0,3.1383638291137976,8.677674782351165,0.0,8.784503013072726,0.0,0.0,False,False
2026-01-01 00:19:00,111,100.0,3.312328300488173,8.677674782351165,0.0,-0.49925910986252897,0.0,0.0,False,False
2026-01-01 00:20:00,110,100.0,3.4862297099063264,8.677674782351165,0.0,-1.8486236354526056,0.0,0.0,False,False
2026-01-01 00:21:00,106,100.0,3.6600647465360954,8.677674782351165,0.0,-6.809295444039414,0.0,0.0,False,False
2026-01-01 00:22:00,125,100.0,3.833830100808959,8.677674782351165,0.0,12.225413386740303,0.0,0.0,False,False
2026-01-01 00:23:00,111,100.0,4.007522464483052,8.677674782351165,0.0,-1.5452948206880215,0.0,0.0,False,False
2026-01-01 00:24:00,109,100.0,4.181138530706138,8.677674782351165,0.0,-4.283278221631072,0.0,0.0,False,False
2026-01-01 00:25:00,110,100.0,4.354674994078583,8.677674782351165,0.0,-3.5213355048822956,0.0,0.0,False,False
2026-01-01 00:26:00,119,100.0,4.528128550716269,8.677674782351165,0.0,5.323091855533487,0.0,0.0,False,False
